Order Date,Sales,Product ID
2016-06-01,0.0,FUR-FU-10001487
2016-07-01,20.94,FUR-FU-10001487
2016-08-01,0.0,FUR-FU-10001487
2016-09-01,0.0,FUR-FU-10001487
2016-10-01,0.0,FUR-FU-10001487
2016-11-01,0.0,FUR-FU-10001487
2016-12-01,0.0,FUR-FU-10001487
2017-01-01,0.0,FUR-FU-10001487
2017-02-01,0.0,FUR-FU-10001487
2017-03-01,0.0,FUR-FU-10001487
2017-04-01,0.0,FUR-FU-10001487
2017-05-01,0.0,FUR-FU-10001487
2017-06-01,0.0,FUR-FU-10001487
2017-07-01,0.0,FUR-FU-10001487
2017-08-01,0.0,FUR-FU-10001487
2017-09-01,0.0,FUR-FU-10001487
2017-10-01,0.0,FUR-FU-10001487
2017-11-01,0.0,FUR-FU-10001487
2017-12-01,0.0,FUR-FU-10001487
2018-01-01,27.92,FUR-FU-10001487
2018-02-01,0.0,FUR-FU-10001487
2018-03-01,0.0,FUR-FU-10001487
2018-04-01,0.0,FUR-FU-10001487
2015-05-01,4.368,OFF-AR-10002833
2015-06-01,0.0,OFF-AR-10002833
2015-07-01,0.0,OFF-AR-10002833
2015-08-01,0.0,OFF-AR-10002833
2015-09-01,12.74,OFF-AR-10002833
2015-10-01,0.0,OFF-AR-10002833
2015-11-01,5.46,OFF-AR-10002833
2015-12-01,0.0,OFF-AR-10002833
2016-01-01,0.0,OFF-AR-10002833
2016-02-01,0.0,OFF-AR-10002833
2016-03-01,0.0,OFF-AR-10002833
2016-04-01,0.0,OFF-AR-10002833
2016-05-01,0.0,OFF-AR-10002833
2016-06-01,0.0,OFF-AR-10002833
2016-07-01,0.0,OFF-AR-10002833
2016-08-01,0.0,OFF-AR-10002833
2016-09-01,0.0,OFF-AR-10002833
2016-10-01,0.0,OFF-AR-10002833
2016-11-01,0.0,OFF-AR-10002833
2016-12-01,0.0,OFF-AR-10002833
2017-01-01,0.0,OFF-AR-10002833
2017-02-01,0.0,OFF-AR-10002833
2017-03-01,0.0,OFF-AR-10002833
2017-04-01,0.0,OFF-AR-10002833
2017-05-01,0.0,OFF-AR-10002833
2017-06-01,0.0,OFF-AR-10002833
2017-07-01,3.64,OFF-AR-10002833
2017-08-01,0.0,OFF-AR-10002833
2017-09-01,0.0,OFF-AR-10002833
2017-10-01,0.0,OFF-AR-10002833
2017-11-01,0.0,OFF-AR-10002833
2017-12-01,0.0,OFF-AR-10002833
2018-01-01,0.0,OFF-AR-10002833
2018-02-01,0.0,OFF-AR-10002833
2018-03-01,0.0,OFF-AR-10002833
2018-04-01,0.0,OFF-AR-10002833
2018-05-01,0.0,OFF-AR-10002833
2018-06-01,0.0,OFF-AR-10002833
2015-09-01,907.152,TEC-PH-10002275
2015-10-01,0.0,TEC-PH-10002275
2015-11-01,0.0,TEC-PH-10002275
2015-12-01,0.0,TEC-PH-10002275
2016-01-01,0.0,TEC-PH-10002275
2016-02-01,0.0,TEC-PH-10002275
2016-03-01,0.0,TEC-PH-10002275
2016-04-01,0.0,TEC-PH-10002275
2016-05-01,0.0,TEC-PH-10002275
2016-06-01,0.0,TEC-PH-10002275
2016-07-01,0.0,TEC-PH-10002275
2016-08-01,0.0,TEC-PH-10002275
2016-09-01,0.0,TEC-PH-10002275
2016-10-01,0.0,TEC-PH-10002275
2016-11-01,0.0,TEC-PH-10002275
2016-12-01,0.0,TEC-PH-10002275
2017-01-01,0.0,TEC-PH-10002275
2017-02-01,0.0,TEC-PH-10002275
2017-03-01,0.0,TEC-PH-10002275
2017-04-01,302.384,TEC-PH-10002275
2017-05-01,0.0,TEC-PH-10002275
2017-06-01,0.0,TEC-PH-10002275
2017-07-01,0.0,TEC-PH-10002275
2017-08-01,0.0,TEC-PH-10002275
2017-09-01,0.0,TEC-PH-10002275
2017-10-01,0.0,TEC-PH-10002275
2017-11-01,0.0,TEC-PH-10002275
2017-12-01,302.384,TEC-PH-10002275
2015-09-01,61.68000000000001,OFF-BI-10003910
2015-10-01,0.0,OFF-BI-10003910
2015-11-01,0.0,OFF-BI-10003910
2015-12-01,0.0,OFF-BI-10003910
2016-01-01,0.0,OFF-BI-10003910
2016-02-01,0.0,OFF-BI-10003910
2016-03-01,0.0,OFF-BI-10003910
2016-04-01,0.0,OFF-BI-10003910
2016-05-01,0.0,OFF-BI-10003910
2016-06-01,0.0,OFF-BI-10003910
2016-07-01,0.0,OFF-BI-10003910
2016-08-01,0.0,OFF-BI-10003910
2016-09-01,0.0,OFF-BI-10003910
2016-10-01,0.0,OFF-BI-10003910
2016-11-01,0.0,OFF-BI-10003910
2016-12-01,0.0,OFF-BI-10003910
2017-01-01,0.0,OFF-BI-10003910
2017-02-01,0.0,OFF-BI-10003910
2017-03-01,0.0,OFF-BI-10003910
2017-04-01,0.0,OFF-BI-10003910
2017-05-01,0.0,OFF-BI-10003910
2017-06-01,4.626,OFF-BI-10003910
2017-07-01,0.0,OFF-BI-10003910
2017-08-01,0.0,OFF-BI-10003910
2017-09-01,0.0,OFF-BI-10003910
2017-10-01,0.0,OFF-BI-10003910
2017-11-01,0.0,OFF-BI-10003910
2017-12-01,46.26,OFF-BI-10003910
2018-01-01,7.71,OFF-BI-10003910
2018-02-01,0.0,OFF-BI-10003910
2018-03-01,0.0,OFF-BI-10003910
2018-04-01,2.313,OFF-BI-10003910
2018-05-01,0.0,OFF-BI-10003910
2018-06-01,0.0,OFF-BI-10003910
2018-07-01,0.0,OFF-BI-10003910
2018-08-01,61.68,OFF-BI-10003910
2015-05-01,91.92,OFF-AP-10002892
2015-06-01,0.0,OFF-AP-10002892
2015-07-01,0.0,OFF-AP-10002892
2015-08-01,0.0,OFF-AP-10002892
2015-09-01,114.9,OFF-AP-10002892
2015-10-01,0.0,OFF-AP-10002892
2015-11-01,22.98,OFF-AP-10002892
2015-12-01,0.0,OFF-AP-10002892
2016-01-01,0.0,OFF-AP-10002892
2016-02-01,0.0,OFF-AP-10002892
2016-03-01,0.0,OFF-AP-10002892
2016-04-01,0.0,OFF-AP-10002892
2016-05-01,0.0,OFF-AP-10002892
2016-06-01,0.0,OFF-AP-10002892
2016-07-01,68.94,OFF-AP-10002892
2016-08-01,0.0,OFF-AP-10002892
2016-09-01,0.0,OFF-AP-10002892
2016-10-01,0.0,OFF-AP-10002892
2016-11-01,0.0,OFF-AP-10002892
2016-12-01,0.0,OFF-AP-10002892
2017-01-01,45.96,OFF-AP-10002892
2017-02-01,0.0,OFF-AP-10002892
2017-03-01,0.0,OFF-AP-10002892
2017-04-01,0.0,OFF-AP-10002892
2017-05-01,0.0,OFF-AP-10002892
2017-06-01,0.0,OFF-AP-10002892
2017-07-01,45.96,OFF-AP-10002892
2017-08-01,0.0,OFF-AP-10002892
2017-09-01,0.0,OFF-AP-10002892
2017-10-01,0.0,OFF-AP-10002892
2015-05-01,355.455,FUR-TA-10001539
2015-06-01,0.0,FUR-TA-10001539
2015-07-01,0.0,FUR-TA-10001539
2015-08-01,853.092,FUR-TA-10001539
2015-09-01,1706.184,FUR-TA-10001539
2015-10-01,0.0,FUR-TA-10001539
2015-11-01,0.0,FUR-TA-10001539
2015-12-01,0.0,FUR-TA-10001539
2016-01-01,0.0,FUR-TA-10001539
2016-02-01,0.0,FUR-TA-10001539
2016-03-01,0.0,FUR-TA-10001539
2016-04-01,0.0,FUR-TA-10001539
2016-05-01,0.0,FUR-TA-10001539
2016-06-01,0.0,FUR-TA-10001539
2016-07-01,0.0,FUR-TA-10001539
2016-08-01,284.364,FUR-TA-10001539
2016-09-01,0.0,FUR-TA-10001539
2016-10-01,0.0,FUR-TA-10001539
2016-11-01,0.0,FUR-TA-10001539
2016-12-01,0.0,FUR-TA-10001539
2017-01-01,0.0,FUR-TA-10001539
2017-02-01,568.728,FUR-TA-10001539
2017-03-01,0.0,FUR-TA-10001539
2017-04-01,0.0,FUR-TA-10001539
2017-05-01,0.0,FUR-TA-10001539
2017-06-01,0.0,FUR-TA-10001539
2017-07-01,0.0,FUR-TA-10001539
2017-08-01,0.0,FUR-TA-10001539
2017-09-01,0.0,FUR-TA-10001539
2017-10-01,142.182,FUR-TA-10001539
2017-11-01,0.0,FUR-TA-10001539
2017-12-01,0.0,FUR-TA-10001539
2018-01-01,0.0,FUR-TA-10001539
2018-02-01,0.0,FUR-TA-10001539
2018-03-01,0.0,FUR-TA-10001539
2018-04-01,0.0,FUR-TA-10001539
2018-05-01,0.0,FUR-TA-10001539
2018-06-01,0.0,FUR-TA-10001539
2018-07-01,0.0,FUR-TA-10001539
2018-08-01,568.728,FUR-TA-10001539
2018-09-01,0.0,FUR-TA-10001539
2015-06-01,284.82,TEC-PH-10002033
2015-07-01,0.0,TEC-PH-10002033
2015-08-01,0.0,TEC-PH-10002033
2015-09-01,911.424,TEC-PH-10002033
2015-10-01,0.0,TEC-PH-10002033
2015-11-01,0.0,TEC-PH-10002033
2015-12-01,0.0,TEC-PH-10002033
2016-01-01,0.0,TEC-PH-10002033
2016-02-01,0.0,TEC-PH-10002033
2016-03-01,0.0,TEC-PH-10002033
2016-04-01,569.64,TEC-PH-10002033
2016-05-01,0.0,TEC-PH-10002033
2016-06-01,0.0,TEC-PH-10002033
2016-07-01,0.0,TEC-PH-10002033
2016-08-01,0.0,TEC-PH-10002033
2016-09-01,0.0,TEC-PH-10002033
2016-10-01,0.0,TEC-PH-10002033
2016-11-01,0.0,TEC-PH-10002033
2016-12-01,0.0,TEC-PH-10002033
2017-01-01,0.0,TEC-PH-10002033
2017-02-01,0.0,TEC-PH-10002033
2017-03-01,0.0,TEC-PH-10002033
2017-04-01,0.0,TEC-PH-10002033
2017-05-01,0.0,TEC-PH-10002033
2017-06-01,0.0,TEC-PH-10002033
2017-07-01,0.0,TEC-PH-10002033
2017-08-01,0.0,TEC-PH-10002033
2017-09-01,0.0,TEC-PH-10002033
2017-10-01,0.0,TEC-PH-10002033
2017-11-01,0.0,TEC-PH-10002033
2017-12-01,0.0,TEC-PH-10002033
2018-01-01,0.0,TEC-PH-10002033
2018-02-01,0.0,TEC-PH-10002033
2018-03-01,0.0,TEC-PH-10002033
2018-04-01,0.0,TEC-PH-10002033
2018-05-01,0.0,TEC-PH-10002033
2018-06-01,0.0,TEC-PH-10002033
2015-03-01,15.552,OFF-PA-10002365
2015-04-01,0.0,OFF-PA-10002365
2015-05-01,0.0,OFF-PA-10002365
2015-06-01,0.0,OFF-PA-10002365
2015-07-01,0.0,OFF-PA-10002365
2015-08-01,0.0,OFF-PA-10002365
2015-09-01,32.4,OFF-PA-10002365
2015-10-01,0.0,OFF-PA-10002365
2015-11-01,0.0,OFF-PA-10002365
2015-12-01,0.0,OFF-PA-10002365
2016-01-01,0.0,OFF-PA-10002365
2016-02-01,0.0,OFF-PA-10002365
2016-03-01,0.0,OFF-PA-10002365
2016-04-01,0.0,OFF-PA-10002365
2016-05-01,0.0,OFF-PA-10002365
2016-06-01,0.0,OFF-PA-10002365
2016-07-01,0.0,OFF-PA-10002365
2016-08-01,0.0,OFF-PA-10002365
2016-09-01,12.96,OFF-PA-10002365
2016-10-01,0.0,OFF-PA-10002365
2016-11-01,0.0,OFF-PA-10002365
2016-12-01,12.96,OFF-PA-10002365
2017-01-01,0.0,OFF-PA-10002365
2017-02-01,0.0,OFF-PA-10002365
2017-03-01,0.0,OFF-PA-10002365
2017-04-01,0.0,OFF-PA-10002365
2017-05-01,0.0,OFF-PA-10002365
2017-06-01,0.0,OFF-PA-10002365
2017-07-01,0.0,OFF-PA-10002365
2017-08-01,0.0,OFF-PA-10002365
2017-09-01,0.0,OFF-PA-10002365
2017-10-01,0.0,OFF-PA-10002365
2017-11-01,0.0,OFF-PA-10002365
2017-12-01,0.0,OFF-PA-10002365
2018-01-01,0.0,OFF-PA-10002365
2018-02-01,0.0,OFF-PA-10002365
2018-03-01,0.0,OFF-PA-10002365
2015-04-01,509.97,OFF-BI-10003656
2015-05-01,0.0,OFF-BI-10003656
2015-06-01,0.0,OFF-BI-10003656
2015-07-01,0.0,OFF-BI-10003656
2015-08-01,0.0,OFF-BI-10003656
2015-09-01,0.0,OFF-BI-10003656
2015-10-01,0.0,OFF-BI-10003656
2015-11-01,50.997,OFF-BI-10003656
2015-12-01,0.0,OFF-BI-10003656
2016-01-01,0.0,OFF-BI-10003656
2016-02-01,0.0,OFF-BI-10003656
2016-03-01,0.0,OFF-BI-10003656
2016-04-01,0.0,OFF-BI-10003656
2016-05-01,0.0,OFF-BI-10003656
2016-06-01,0.0,OFF-BI-10003656
2016-07-01,0.0,OFF-BI-10003656
2016-08-01,0.0,OFF-BI-10003656
2016-09-01,0.0,OFF-BI-10003656
2016-10-01,0.0,OFF-BI-10003656
2016-11-01,152.991,OFF-BI-10003656
2016-12-01,0.0,OFF-BI-10003656
2017-01-01,0.0,OFF-BI-10003656
2017-02-01,0.0,OFF-BI-10003656
2017-03-01,0.0,OFF-BI-10003656
2017-04-01,0.0,OFF-BI-10003656
2017-05-01,407.976,OFF-BI-10003656
2017-06-01,0.0,OFF-BI-10003656
2017-07-01,0.0,OFF-BI-10003656
2017-08-01,0.0,OFF-BI-10003656
2017-09-01,271.984,OFF-BI-10003656
2017-10-01,679.96,OFF-BI-10003656
2017-11-01,0.0,OFF-BI-10003656
2017-12-01,0.0,OFF-BI-10003656
2018-01-01,169.99,OFF-BI-10003656
2018-02-01,0.0,OFF-BI-10003656
2018-03-01,0.0,OFF-BI-10003656
2018-04-01,0.0,OFF-BI-10003656
2018-05-01,0.0,OFF-BI-10003656
2018-06-01,0.0,OFF-BI-10003656
2015-01-01,247.716,OFF-AP-10002311
2015-02-01,0.0,OFF-AP-10002311
2015-03-01,0.0,OFF-AP-10002311
2015-04-01,0.0,OFF-AP-10002311
2015-05-01,0.0,OFF-AP-10002311
2015-06-01,0.0,OFF-AP-10002311
2015-07-01,0.0,OFF-AP-10002311
2015-08-01,0.0,OFF-AP-10002311
2015-09-01,0.0,OFF-AP-10002311
2015-10-01,0.0,OFF-AP-10002311
2015-11-01,0.0,OFF-AP-10002311
2015-12-01,0.0,OFF-AP-10002311
2016-01-01,0.0,OFF-AP-10002311
2016-02-01,0.0,OFF-AP-10002311
2016-03-01,137.62,OFF-AP-10002311
2016-04-01,206.43,OFF-AP-10002311
2016-05-01,0.0,OFF-AP-10002311
2016-06-01,0.0,OFF-AP-10002311
2016-07-01,0.0,OFF-AP-10002311
2016-08-01,0.0,OFF-AP-10002311
2016-09-01,0.0,OFF-AP-10002311
2016-10-01,0.0,OFF-AP-10002311
2016-11-01,192.668,OFF-AP-10002311
2016-12-01,0.0,OFF-AP-10002311
2017-01-01,0.0,OFF-AP-10002311
2017-02-01,0.0,OFF-AP-10002311
2017-03-01,0.0,OFF-AP-10002311
2017-04-01,0.0,OFF-AP-10002311
2017-05-01,0.0,OFF-AP-10002311
2017-06-01,275.24,OFF-AP-10002311
2017-07-01,0.0,OFF-AP-10002311
2017-08-01,0.0,OFF-AP-10002311
2017-09-01,61.929,OFF-AP-10002311
2017-10-01,0.0,OFF-AP-10002311
2017-11-01,0.0,OFF-AP-10002311
2017-12-01,110.096,OFF-AP-10002311
2018-01-01,0.0,OFF-AP-10002311
2018-02-01,0.0,OFF-AP-10002311
2018-03-01,0.0,OFF-AP-10002311
2018-04-01,0.0,OFF-AP-10002311
2018-05-01,0.0,OFF-AP-10002311
2018-06-01,0.0,OFF-AP-10002311
2018-07-01,137.62,OFF-AP-10002311
2018-08-01,0.0,OFF-AP-10002311
2018-09-01,0.0,OFF-AP-10002311
2018-10-01,0.0,OFF-AP-10002311
2015-06-01,3.392,OFF-BI-10000756
2015-07-01,0.0,OFF-BI-10000756
2015-08-01,0.0,OFF-BI-10000756
2015-09-01,0.0,OFF-BI-10000756
2015-10-01,0.0,OFF-BI-10000756
2015-11-01,12.72,OFF-BI-10000756
2015-12-01,0.0,OFF-BI-10000756
2016-01-01,0.0,OFF-BI-10000756
2016-02-01,0.0,OFF-BI-10000756
2016-03-01,0.0,OFF-BI-10000756
2016-04-01,0.0,OFF-BI-10000756
2016-05-01,0.0,OFF-BI-10000756
2016-06-01,0.0,OFF-BI-10000756
2016-07-01,0.0,OFF-BI-10000756
2016-08-01,0.0,OFF-BI-10000756
2016-09-01,0.0,OFF-BI-10000756
2016-10-01,0.0,OFF-BI-10000756
2016-11-01,4.24,OFF-BI-10000756
2016-12-01,0.0,OFF-BI-10000756
2017-01-01,0.0,OFF-BI-10000756
2017-02-01,0.0,OFF-BI-10000756
2017-03-01,0.0,OFF-BI-10000756
2017-04-01,0.0,OFF-BI-10000756
2017-05-01,0.0,OFF-BI-10000756
2017-06-01,0.0,OFF-BI-10000756
2017-07-01,0.0,OFF-BI-10000756
2017-08-01,0.0,OFF-BI-10000756
2017-09-01,25.44,OFF-BI-10000756
2017-10-01,0.0,OFF-BI-10000756
2017-11-01,0.0,OFF-BI-10000756
2017-12-01,0.0,OFF-BI-10000756
2018-01-01,0.0,OFF-BI-10000756
2018-02-01,0.0,OFF-BI-10000756
2018-03-01,0.0,OFF-BI-10000756
2018-04-01,0.0,OFF-BI-10000756
2018-05-01,0.0,OFF-BI-10000756
2018-06-01,5.936,OFF-BI-10000756
2015-11-01,665.88,OFF-ST-10004186
2015-12-01,0.0,OFF-ST-10004186
2016-01-01,0.0,OFF-ST-10004186
2016-02-01,0.0,OFF-ST-10004186
2016-03-01,0.0,OFF-ST-10004186
2016-04-01,0.0,OFF-ST-10004186
2016-05-01,0.0,OFF-ST-10004186
2016-06-01,0.0,OFF-ST-10004186
2016-07-01,0.0,OFF-ST-10004186
2016-08-01,221.96,OFF-ST-10004186
2016-09-01,1331.76,OFF-ST-10004186
2016-10-01,0.0,OFF-ST-10004186
2016-11-01,0.0,OFF-ST-10004186
2016-12-01,0.0,OFF-ST-10004186
2017-01-01,0.0,OFF-ST-10004186
2017-02-01,0.0,OFF-ST-10004186
2017-03-01,0.0,OFF-ST-10004186
2017-04-01,0.0,OFF-ST-10004186
2017-05-01,0.0,OFF-ST-10004186
2017-06-01,0.0,OFF-ST-10004186
2017-07-01,0.0,OFF-ST-10004186
2017-08-01,0.0,OFF-ST-10004186
2017-09-01,0.0,OFF-ST-10004186
2017-10-01,0.0,OFF-ST-10004186
2015-05-01,55.5,OFF-ST-10000107
2015-06-01,0.0,OFF-ST-10000107
2015-07-01,0.0,OFF-ST-10000107
2015-08-01,0.0,OFF-ST-10000107
2015-09-01,83.25,OFF-ST-10000107
2015-10-01,0.0,OFF-ST-10000107
2015-11-01,0.0,OFF-ST-10000107
2015-12-01,249.75,OFF-ST-10000107
2016-01-01,0.0,OFF-ST-10000107
2016-02-01,0.0,OFF-ST-10000107
2016-03-01,0.0,OFF-ST-10000107
2016-04-01,0.0,OFF-ST-10000107
2016-05-01,0.0,OFF-ST-10000107
2016-06-01,0.0,OFF-ST-10000107
2016-07-01,0.0,OFF-ST-10000107
2016-08-01,0.0,OFF-ST-10000107
2016-09-01,0.0,OFF-ST-10000107
2016-10-01,0.0,OFF-ST-10000107
2016-11-01,0.0,OFF-ST-10000107
2015-06-01,21.4,OFF-AR-10003056
2015-07-01,0.0,OFF-AR-10003056
2015-08-01,8.56,OFF-AR-10003056
2015-09-01,0.0,OFF-AR-10003056
2015-10-01,0.0,OFF-AR-10003056
2015-11-01,0.0,OFF-AR-10003056
2015-12-01,0.0,OFF-AR-10003056
2016-01-01,0.0,OFF-AR-10003056
2016-02-01,0.0,OFF-AR-10003056
2016-03-01,0.0,OFF-AR-10003056
2016-04-01,0.0,OFF-AR-10003056
2016-05-01,0.0,OFF-AR-10003056
2016-06-01,0.0,OFF-AR-10003056
2016-07-01,0.0,OFF-AR-10003056
2016-08-01,0.0,OFF-AR-10003056
