Order Date,Sales,Product ID,Sales_PREDICTED,Sales_Forecasted,MODEL
2019-02-28,,OFF-BI-10002215,,0.0,MA
2019-03-31,,OFF-BI-10002215,,0.0,MA
2019-04-30,,OFF-BI-10002215,,0.0,MA
2019-05-31,,OFF-BI-10002215,,0.0,MA
2019-06-30,,OFF-BI-10002215,,0.0,MA
2019-07-31,,OFF-BI-10002215,,0.0,MA
2019-08-31,,OFF-BI-10002215,,0.0,MA
2019-09-30,,OFF-BI-10002215,,0.0,MA
2019-10-31,,OFF-BI-10002215,,0.0,MA
2019-11-30,,OFF-BI-10002215,,0.0,MA
2019-12-31,,OFF-BI-10002215,,0.0,MA
2020-01-31,,OFF-BI-10002215,,0.0,MA
2020-02-29,,OFF-BI-10002215,,0.0,MA
2018-02-01,16.68,OFF-AR-10000246,0.0,,MA
2018-03-01,0.0,OFF-AR-10000246,9.0,,MA
2018-04-01,8.896,OFF-AR-10000246,9.0,,MA
2018-05-01,0.0,OFF-AR-10000246,5.0,,MA
2018-06-01,0.0,OFF-AR-10000246,5.0,,MA
2018-07-01,0.0,OFF-AR-10000246,0.0,,MA
2018-08-31,,OFF-AR-10000246,,0.0,MA
2018-09-30,,OFF-AR-10000246,,0.0,MA
2018-10-31,,OFF-AR-10000246,,0.0,MA
2018-11-30,,OFF-AR-10000246,,0.0,MA
2018-12-31,,OFF-AR-10000246,,0.0,MA
2019-01-31,,OFF-AR-10000246,,0.0,MA
2019-02-28,,OFF-AR-10000246,,0.0,MA
2019-03-31,,OFF-AR-10000246,,0.0,MA
2019-04-30,,OFF-AR-10000246,,0.0,MA
2019-05-31,,OFF-AR-10000246,,0.0,MA
2019-06-30,,OFF-AR-10000246,,0.0,MA
2019-07-31,,OFF-AR-10000246,,0.0,MA
2019-08-31,,OFF-AR-10000246,,0.0,MA
2019-09-30,,OFF-AR-10000246,,0.0,MA
2019-10-31,,OFF-AR-10000246,,0.0,MA
